i,eta,kappa,phi_plus,phi_minus,omega_plus,omega_minus,epsilon_b,epsilon_s,mu,alpha,delta,pin,alpha_prior,delta_prior,pin_prior,log_likelihood,n_iter,pls_next
120,0.31251328294656633,0.3600111971778863,0.14288434894474336,0.33333333333333337,0.16670369835019128,0.1667222129645059,10340.518028168919,10529.378804843976,8862.336780217647,0.3277567254053848,0.4615443762051856,0.12217627351308923,0.0019940179461615157,0.5,0.0008460371340871972,-107429.43560549642,6,-404.92688989339183
121,0.3000137496956199,0.3750103957985471,0.142884346533758,0.3333333421312853,0.16670369506836408,0.16672221956516903,10357.273576953168,10583.098441402086,8829.309229002853,0.3194230828993652,0.4726069640896161,0.11869558787839657,0.9990029910269193,0.0009980039920159682,0.2963792340293865,-106394.02082104441,6,-272.5542973523741
122,0.30865523500535663,0.3600111338904293,0.1500274836424988,0.3333333635164198,0.17650862910889314,0.16672223560936622,10358.314542456466,10585.984157838311,8837.535019294337,0.32774229946571043,0.462783984131156,0.12149098265187858,0.0019940179461615157,0.5,0.0008406769355366596,-106465.78239266323,6,-750.2370168363121
123,0.31251328075197204,0.36001118476507166,0.14288434741586611,0.33333333997118414,0.16670369626908743,0.16672221794455325,10443.938164838959,10670.012296112054,8752.612591842353,0.32775672428135705,0.4615443685970447,0.1196166508547044,0.0019940179461615157,0.5,0.0008259208493357005,-103349.85798474784,6,-582.0989917415989
124,0.32912927309315854,0.23078860390655945,0.12502525477860596,0.31250390551771545,0.19050430146607036,0.18187602254135615,10251.039625328938,10810.159203229363,8744.93138968858,0.33475693192427836,0.3718595557295931,0.12203393790918297,0.9990029910269193,0.999001996007984,0.29318696462215416,-103503.39515828887,10,-638.4609940190521
125,0.3291267420705224,0.23078993921008384,0.12002559691465307,0.3333333333333335,0.18184710478503946,0.10007998400319941,10234.043768285044,10856.058445661674,8830.107125064218,0.3280555745843227,0.3817708447200833,0.1207646557621618,0.9990029910269193,0.0009980039920159682,0.2949143726082073,-103730.34190289436,10,-623.6158912215817
126,0.30865523499129643,0.24002079833613302,0.13046124418554098,0.3333333333333335,0.20002999700029991,0.10007998400319941,10318.622935151996,10832.431144403692,9007.307203662487,0.3193539984370929,0.39475345998000316,0.11971743849455714,0.0019940179461615157,0.5,0.0008484444066197063,-103930.3827171668,8,-727.7261353462086
127,0.31251328075197204,0.399996988954993,0.052689616251990014,0.30000912798864937,0.22225308299077887,0.21431107797932178,10670.241985143399,10510.003558813365,8812.29888407127,0.32775672428135716,0.5128114833064845,0.12000273903163575,0.0019940179461615157,0.5,0.0008289477057274521,-103154.99656478793,8,-191.66298252455732
128,0.32100045677320566,0.3461656795631106,0.14288434985478263,0.35293771687349296,0.16670369958893452,0.09098345755317215,10559.312424538544,10733.185453864735,8880.693953624623,0.32881214209445786,0.4680148181975029,0.12060178047041872,0.0019940179461615157,0.5,0.0008309756836839074,-101860.17059899429,7,-713.16800981096
129,0.337512343287127,0.4074142656099548,5.5546297839249045e-05,0.2857210874636958,0.22225308299077884,0.13338221570457276,10830.166662284744,10517.738908729283,8836.10451663704,0.32775672428135716,0.5384556222119673,0.11945606672535455,0.0019940179461615157,0.5,0.0008246626771240785,-102614.1911133233,7,-2254.9083530020494
130,0.33751234328711344,0.40741426560997884,5.554629792760704e-05,0.28572108746369573,0.22225308299077887,0.13338221570467876,10779.87465922973,10444.558879768996,8898.378687950477,0.32775672428137026,0.5384556222119454,0.12081152655696031,0.0019940179461615157,0.5,0.000835297000893867,-104499.05268509254,7,-694.8682500436832
131,0.3375123432871169,0.40741426560997324,5.554629790693492e-05,0.2857210874636957,0.2222530829907788,0.13338221570465397,10792.453191117707,10490.521743412351,8868.32751916572,0.3277567242813674,0.5384556222119505,0.1201611644437498,0.0019940179461615157,0.5,0.0008301904935699454,-102900.2356089235,7,-532.2610818820528
132,0.32501281201954746,0.384624259672336,5.554629785102663e-05,0.28572108746369573,0.22225308299077878,0.13338221570458686,10798.130841782175,10498.767374615007,8861.307023180101,0.3187102886460729,0.5226405690907574,0.11708384491971717,0.9990029910269193,0.999001996007984,0.293620466771405,-102909.86047280558,7,-275.71681997268064
133,0.3291267420318914,0.3077070994472504,0.13639049220213142,0.3333333333333333,0.21055678349025878,0.16672221296450587,10486.88335809998,10669.432703715767,8522.038445576722,0.3445713451424556,0.44133956912263167,0.12188099168343218,0.0019940179461615157,0.5,0.000802571646709408,-100686.18610630628,11,-1007.3775965584251
134,0.33334615335307627,0.30770709945388813,0.13046124418554098,0.33333333333333337,0.20002999700029991,0.1667222129645059,10553.023458478268,10730.506004140338,8457.997843677713,0.34456217596988464,0.4390333121982149,0.12043664520500626,0.0019940179461615157,0.5,0.0007917881146368604,-100755.52713659075,10,-14.476268860834208
135,0.33334615335307627,0.3077070994538881,0.13046124418554098,0.3333333333333334,0.20002999700029991,0.16672221296450593,10607.79362515741,10785.590670040958,8403.097340935898,0.3445621759698846,0.4390333121982149,0.11920690309587256,0.0019940179461615157,0.5,0.0007826164017306545,-97503.40822401743,10,-5483.225439602878
136,0.35001187455470417,0.39286479537175895,5.2623270009998424e-05,0.3000049992501125,0.21055678349647405,0.14290815597771747,10954.559305554756,10611.265368270168,8607.314500977047,0.33678606758383683,0.5286212993968464,0.11849030365823053,0.0019940179461615157,0.5,0.0007952161087049367,-102872.91943918387,8,-1973.6348572511788
137,0.35444223637077077,0.392864795371759,5.262327000999841e-05,0.28572108746369573,0.210556783496474,0.13338221570457276,10922.583273023698,10577.52349769001,8640.194174825545,0.33615945012562076,0.5249962505624156,0.11901379860368393,0.0019940179461615157,0.5,0.0008006893913317317,-104730.39009839634,7,-297.10623584035915
138,0.34178448919661275,0.3703799718539367,5.2623270009998424e-05,0.2857210874636956,0.21055678349647405,0.13338221570457265,10907.355518850509,10562.251461705275,8655.44459058891,0.3272406251047244,0.5090659184685323,0.11655052086958992,0.9990029910269193,0.999001996007984,0.2871129588466948,-105006.93168003768,7,-1168.891372797248
139,0.33751234328712687,0.3703799718539368,5.262327000999841e-05,0.3000049992501125,0.210556783496474,0.14290815597771747,10863.442296496969,10561.087944321576,8786.15966254005,0.32775672428135705,0.5128185407373226,0.11848637734870246,0.0019940179461615157,0.5,0.0008170748619763376,-105596.57697186305,8,-4446.334899272027
140,0.33751234328712687,0.3703799718539368,5.262327000999873e-05,0.3000049992501125,0.210556783496474,0.14290815597771747,10819.154030825775,10474.610761872485,8851.598409868213,0.3277567242813569,0.5128185407373225,0.11990818807636947,0.0019940179461615157,0.5,0.0008282062007320641,-109425.39630414594,7,-677.7596572192331
141,0.32501281201954924,0.38462425967233305,5.2623270010001744e-05,0.30000499925011254,0.21055678349647403,0.14290815597771753,10821.504048011111,10501.987661382564,8836.696210738883,0.3200943240820736,0.5228455874196952,0.11711528385534258,0.9990029910269193,0.0009980039920159682,0.29278549213962723,-108095.97318327437,7,-591.9364666874869
142,0.3210004567732061,0.3846242596723329,5.554629783924902e-05,0.3000049992501125,0.22225308299077884,0.14290815597771747,10818.527474394456,10448.401956397129,8873.270997317859,0.31935399843709306,0.5263116350049993,0.11757837557604293,0.0019940179461615157,0.5,0.0008312790740644442,-108428.02379259629,7,-700.8810079886471
143,0.30865523912602,0.4000080055018133,5.554629783924902e-05,0.30000499541166464,0.22225308299077884,0.1429081533656209,10826.781180968192,10383.40033668221,8902.841911816395,0.3114812796537257,0.5369071254248458,0.11562522087940795,0.9990029910269193,0.0009980039920159682,0.29543988190968606,-108479.0113007812,6,-69.97080319328906
144,0.30489128446520253,0.40000799936005127,5.881315062047872e-05,0.3000049992501125,0.23532525585225267,0.14290815597771747,10827.950106845428,10367.44771618504,9022.686858468389,0.3109512725928292,0.5405339674647355,0.11689572724348654,0.0019940179461615157,0.5,0.00084811527897002,-108043.13471209088,6,-907.0308420508806
145,0.2926966086703051,0.375010415814617,5.881315062047872e-05,0.3000049992409349,0.23532525585225267,0.14290815597147205,10831.347206413588,10339.470988790385,9035.882201966691,0.3014053958677366,0.5235952841291852,0.11397972408220863,0.9990029910269193,0.999001996007984,0.2989259405446791,-108249.40275706771,7,-114.74098790726867
146,0.30121802834637734,0.4000079994860937,5.881315062047874e-05,0.3157922432427183,0.23532525585225272,0.15389940003012456,10828.375447706998,10338.649197345949,9029.620893821137,0.3122352251491602,0.5445406214232257,0.11754022471628353,0.0019940179461615157,0.5,0.0008499032674871808,-108246.4601030081,6,-1198.3253512959222
147,0.285727890670571,0.458336805266228,6.665333599946676e-05,0.3000049992501125,0.20003999466737762,0.21432652478217393,10970.382141508418,10382.786702290305,9277.209845028234,0.30202494423591775,0.5585113642761144,0.11599814287967922,0.0019940179461615157,0.5,0.0008655816253188782,-108638.08190063614,7,-1331.288949561509
148,0.28917028779956633,0.45833676099545234,6.24882773026957e-05,0.3000049992501125,0.1875390785641333,0.21432652478217393,10920.150141117943,10362.806347393835,9311.217929427567,0.30254855997020835,0.5555462735613784,0.11689168009108519,0.0019940179461615157,0.5,0.0008716153984161098,-109901.91611020493,6,-1451.1336529572445
149,0.2891705457685375,0.45833608410668103,6.248818329867266e-05,0.30000499925011254,0.187539397810196,0.21432652478217398,10897.499963619766,10297.513955936172,9356.739927935752,0.3025487622582377,0.555545902115929,0.117825844974272,0.0019940179461615157,0.5,0.000879503927369225,-110691.79787555758,7,-633.7256552570301
150,0.33751234328712687,0.44444855936597283,5.554629783925121e-05,0.2857210874636957,0.2222530829907788,0.2000399946673777,10779.21981170145,10226.979830640686,8944.520172481723,0.3370842595889719,0.5523075295772786,0.12551620465437438,0.0019940179461615157,0.5,0.0008483401780082432,-110381.61068437764,7,-38.00638876370233
151,0.34178448919659443,0.4444485593660092,5.5546297961450245e-05,0.27273553606326406,0.22225308299077878,0.1875390576179353,10748.825742088049,10194.83995991956,8975.846538436243,0.33615945012563925,0.5499925011248009,0.12592621287548741,0.0019940179461615157,0.5,0.0008538484692678363,-109264.32328311702,7,-3992.1450161730404
152,0.34178448918951587,0.44444855937999406,5.554634515325342e-05,0.27273553606326406,0.22225308299077878,0.1875390576710312,10727.033951685135,10156.728411060998,9006.357209441432,0.33615945013277865,0.5499925011131203,0.1266166091047606,0.0019940179461615157,0.5,0.0008592037819645094,-112480.35087210899,7,-294.8738880773477
153,0.35066166253262865,0.481482853121991,0.050042493625956086,0.27273553606326423,0.210556783496474,0.31252343457067877,10609.083714302484,10181.017057306766,8744.450418512728,0.36273219738334456,0.535588729317287,0.13237185731599618,0.0019940179461615157,0.5,0.0008379939807347739,-112296.7824308009,9,-2717.0040420201008
154,0.35527544965330315,0.4814828531219907,0.050042493625956086,0.26087901578055034,0.210556783496474,0.29414186566286316,10557.801999861487,10128.06006918794,8796.606239997496,0.3613676276584121,0.5348788541133793,0.1332014489273299,0.0019940179461615157,0.5,0.0008472322639971783,-114962.83562516407,9,-210.09759950558242
155,0.3421180742865414,0.5,0.050042493625956086,0.2608790157805504,0.210556783496474,0.2941418656628632,10529.051953910595,10102.893784130349,8823.486477240453,0.3536233062820013,0.5459173137282396,0.13136462484330744,0.9990029910269193,0.0009980039920159682,0.29934453787675847,-114992.82837728811,8,-1056.2601112787233
156,0.3376751555134214,0.5,0.052675893280008414,0.2608790157805504,0.2222530829907788,0.2941418656628632,10520.150113955,10044.473193610944,8919.592557594382,0.3529649018141485,0.5476122458696376,0.1327673799386876,0.0019940179461615157,0.5,0.000864127591452651,-115764.97586137931,9,-4297.155945166384
157,0.35444223637077077,0.46428826512391985,5.881315062047872e-05,0.2608790157805504,0.23532525585225267,0.17650864604164218,10690.854813258893,10122.895264786775,9219.923428166101,0.3437448635793221,0.563902641908464,0.1321475432083396,0.0019940179461615157,0.5,0.0008825160253737795,-118134.76810792899,8,-828.5879924283536
158,0.3589861928387369,0.46428826512391974,5.554629783924902e-05,0.26087901578055034,0.22225308299077884,0.17650864604164215,10679.624610713914,10083.379834933316,9246.34912206529,0.3445621759698847,0.5609666878017852,0.13303057641619506,0.0019940179461615157,0.5,0.0008872043737465424,-118935.77538770872,8,-348.7407260879799
159,0.3589861928387369,0.46428826512391963,5.5546297839249025e-05,0.2608790157805504,0.2222530829907788,0.17650864604164218,10668.860604331172,10076.306913938331,9255.129041492159,0.34456217596988464,0.560966687801785,0.13323930077770976,0.0019940179461615157,0.5,0.0008888089485003138,-118931.45170351215,7,-3017.7948490125736
160,0.35898619283625177,0.4642882651289341,5.554631463700574e-05,0.2608790157805504,0.2222530829907788,0.1765086460594299,10609.847442800203,10038.044611746736,9302.994311778097,0.344562175972426,0.5609666877976479,0.1343819502076909,0.0019940179461615157,0.5,0.000897606721985365,-121907.27931984614,7,-631.172820334963
161,0.368432825020065,0.4642882651239198,0.050042493625956086,0.26087901578055034,0.210556783496474,0.29414186566286316,10506.551124864134,10076.229354242998,8995.039821344404,0.36892857466770435,0.5245488644577687,0.13884291445863986,0.0019940179461615157,0.5,0.0008706624651908181,-122302.65025186093,9,-7989.582590469858
162,0.3333456785551153,0.5185171468780091,6.24882834468537e-05,0.27273553606326423,0.18753905761779774,0.18753905761779782,10825.793328687716,10091.254271978756,9887.347935889611,0.3284921711362551,0.5912385537814193,0.1344060099349695,0.0019940179461615157,0.5,0.0009416713119864444,-129888.86010825858,6,-825.9504614584152
163,0.33751234328712687,0.518517146878009,6.248828344685372e-05,0.2608790157805504,0.1875390576177978,0.17650864604164215,10851.49826476146,10163.384919364327,9835.164570771229,0.3277567242813568,0.5897297851612571,0.1329930219517764,0.0019940179461615157,0.5,0.0009323492176567985,-129255.05164160911,8,-966.9725876342541
164,0.3333457209030998,0.5185171468780091,6.248828344685375e-05,0.2727354085079404,0.125047512220904,0.1875389370153432,10866.980220179486,10244.15796352734,9992.4120115937,0.31935408490583844,0.5789350190231541,0.1313095221759853,0.9990029910269193,0.999001996007984,0.3210452776573596,-129951.39986988569,7,-85.20258359018045
165,0.3333456785551153,0.5185171468780091,6.248828344685373e-05,0.2727355360632642,0.12504686914135735,0.12504686914135735,10796.46974348408,10243.886290445012,10128.215153320629,0.3124756859219913,0.5929132896436612,0.13074975554792787,0.9990029910269193,0.0009980039920159682,0.32473084112942086,-128336.9138509498,7,-70.44455788157143
166,0.3375123434922396,0.48148285266296104,6.248828337738738e-05,0.2608790157805504,0.2500312462777591,0.11769203623103165,10726.680511218208,10142.089755286645,9815.038616402482,0.3277567244308418,0.5897297848922906,0.13356235776644612,0.0019940179461615157,0.5,0.0009369515057909571,-126043.57405098181,6,-604.6415963363571
167,0.3461661730959066,0.4444485593659729,5.554629783924901e-05,0.2608790157805504,0.27780246639262307,0.11769203623103165,10618.192801583955,10208.620820775639,9564.106209455673,0.33663350085264776,0.571308583301169,0.13389101592202407,0.9990029910269193,0.0009980039920159682,0.3144876680174425,-126101.89340512312,12,-6796.004094491269
168,0.32531354289040815,0.5555514406340272,7.141326858530317e-05,0.2727355360429726,0.14290815609463048,0.12504686912856494,10889.114092365191,10204.227325604495,10127.049664191898,0.31138624049082175,0.6235261362300129,0.13005544772492666,0.0019940179461615157,0.5,0.0009564252898706626,-132129.1959402458,7,-1576.5666601008795
169,0.3292806360742898,0.5555514406340272,7.141326858530314e-05,0.3043516063122202,0.14290815597771744,0.12504686914135735,10961.338235886155,10207.40564130389,10210.316465630638,0.320041431397125,0.6339007422074352,0.13372326448437033,0.0019940179461615157,0.5,0.0009608501999300738,-133027.86288988465,6,-92.41929295945262
170,0.3333456785551152,0.5555514406340272,7.141326858530314e-05,0.2916718743490397,0.14290815597771744,0.1176920362310316,10971.735516527726,10216.584441834997,10200.681069455657,0.319353998437093,0.6315581750249959,0.13325841377504488,0.0019940179461615157,0.5,0.0009590582728162691,-133082.341505716,6,-1240.077786496265
171,0.3333456785551152,0.5555514406340272,7.141326858530314e-05,0.2916718743490397,0.14290815597771744,0.1176920362310316,11030.209981949349,10278.87813645568,10139.818649093368,0.31935399843709295,0.631558175024996,0.13191651630382034,0.0019940179461615157,0.5,0.0009479436093959569,-133724.18600436373,8,-277.9809950020492
172,0.3333456785551152,0.5555514406340272,7.141326858530314e-05,0.2916718743490397,0.14290815597771744,0.1176920362310316,11036.5440309185,10290.44361450383,10130.214205222546,0.31935399843709295,0.631558175024996,0.13171197997833828,0.0019940179461615157,0.5,0.0009462524722729505,-133361.43494321126,8,-48.26994770786336
173,0.3333456785551152,0.5555514406340272,7.141326858530314e-05,0.2916718743490397,0.14290815597771744,0.1176920362310316,11074.692840477259,10330.175825210456,10091.075663522946,0.3193539984370929,0.6315581750249959,0.13085478198051542,0.0019940179461615157,0.5,0.0009391736259832221,-131193.499013733,8,-1317.7563452361057
174,0.32100045677320577,0.5384585801092223,7.141326858530314e-05,0.2916718743490397,0.14290815597771744,0.1176920362310316,11014.55086710129,10306.980574452771,10128.139436938958,0.3103390141353214,0.6191179977463983,0.12847728840185857,0.9990029910269193,0.999001996007984,0.32182503180148864,-132125.94508545636,9,-659.0922393497094
175,0.3292806360742898,0.5555514406340272,7.141326858530314e-05,0.3043516063122202,0.14290815597771744,0.12504686914135735,10969.944004937886,10304.8972912961,10144.597654001846,0.3200414313971249,0.6339007422074354,0.13240165588122502,0.0019940179461615157,0.5,0.0009499151664182937,-131386.75965295313,11,-1428.4948813769322
176,0.32100045677320577,0.5384585801092223,7.141326858530314e-05,0.2916718743490397,0.14290815597771744,0.1176920362310316,10926.813906166492,10255.52640470095,10191.617663453297,0.3103390141353214,0.6191179977463983,0.12991706711359208,0.9990029910269193,0.999001996007984,0.32462448921962617,-132673.17529855442,9,-296.82327044106296
177,0.34178448919661264,0.3703799718539369,0.05267589328000842,0.3333333333333334,0.2222530829907788,0.07148978717326099,10496.828421336413,10472.0276483311,9661.298174639773,0.3361594501256207,0.5249962505624158,0.13411204107886515,0.0019940179461615157,0.5,0.0009178907469275745,-130686.6960818742,6,-768.4884395339118
178,0.3291267273431415,0.38462428524280684,0.05267597945578632,0.33333333333333337,0.22225308299077887,0.07148991063112474,10442.192675428903,10419.226669424152,9715.00829343438,0.32819202754908894,0.5354179715942897,0.13257437733424754,0.9990029910269193,0.0009980039920159682,0.3175124925680755,-130778.86775245942,6,-265.4792037808048
179,0.36001226617601967,0.29631138434190046,0.08336457942757154,0.2500124981252812,0.2727479320061813,0.20003999466737768,10063.38671887326,10527.510552898166,9054.577085028315,0.36095799020385544,0.43887063340203153,0.13698360859267,0.9990029910269193,0.999001996007984,0.30521707384446106,-126395.25267269883,9,-1924.6635546233072
