i,eta,kappa,phi_plus,phi_minus,omega_plus,omega_minus,epsilon_b,epsilon_s,mu,alpha,delta,pin,alpha_prior,delta_prior,pin_prior,log_likelihood,n_iter,pls_next
90,0.36001839889606635,0.27780246639262307,0.5184979446728143,0.4166458385403649,0.15389940009229353,0.1429591545272779,8746.218764808138,9351.85945114796,7067.298045198613,0.45293504218670966,0.2964482624691523,0.15028926873090914,0.0019940179461615157,0.5,0.0007780579972840295,-57327.34315994498,11,-1171.5844050313617
91,0.3673652633507666,0.27780246639262307,0.5356926043638182,0.41664583853740433,0.15389940009229347,0.1429591545272779,8728.571027596487,9376.124917868667,7173.119989330294,0.46433656336507434,0.28892055955783935,0.15538483099246236,0.0019940179461615157,0.5,0.0007894105944400307,-58234.33600330425,16,-141.19513600408305
92,0.37501822577108823,0.27780246639262307,0.5517015481157121,0.4166458245038119,0.1538994000922935,0.14295915452727792,8702.928366947353,9377.599563730859,7205.449990110309,0.47571849558903667,0.28176568593419243,0.15936949102441686,0.0019940179461615157,0.5,0.0007940248347934538,-58130.59987392236,14,-1472.1933467958902
93,0.36001839892842813,0.5555493834018441,0.5454256238714358,0.2941245662530142,0.3000399920015997,0.16672221296450596,9395.371439978917,9008.235274225883,7094.807962089715,0.4498294219365893,0.4523669364934963,0.1477862693009601,0.0019940179461615157,0.5,0.0007681270195345979,-60533.66583940756,8,-1521.5364049893878
94,0.3750182280274148,0.5555493834009266,0.565187149501833,0.2777870354943392,0.3000399920011041,0.153899400092489,9296.676389429762,8979.664847486354,7070.399867287715,0.4606949859003022,0.4390333121978122,0.15126555091555044,0.0019940179461615157,0.5,0.0007708127536266931,-61942.67188725854,9,-317.6705747938875
95,0.38777217721368595,0.5263130196821386,0.5454256237786951,0.27778703549408434,0.30003999200159964,0.1538994000922935,9400.876638076781,8997.753078281841,7109.661730200432,0.46591268900611715,0.4313323161235594,0.15257079953856822,0.0019940179461615157,0.5,0.0007699420006335978,-61678.66827246787,8,-316.2082321367736
96,0.39585025935973905,0.5263130196821388,0.5651871495044143,0.2777870354940843,0.3000399920015996,0.15389940009229344,9444.373816673593,9045.566036418853,6992.141720043248,0.4774087933450126,0.4204653853919708,0.15292753923879013,0.0019940179461615157,0.5,0.0007534881512387095,-60726.105639007845,8,-119.00991898418408
97,0.40427206774035696,0.5263130196821388,0.5416406282548015,0.2777870354940844,0.3636611525177241,0.1538994000922935,9514.985107299499,9058.07969701463,6902.895002623193,0.4825247008111345,0.44422626728752185,0.1520651600950663,0.0019940179461615157,0.5,0.0007405510801718484,-59607.912129702796,8,-408.3776593230757
98,0.4130600178249244,0.5263130196821387,0.5416406282548015,0.31579224333000055,0.3636611525177241,0.15389940009229353,9567.291932887925,9088.1948797194,6903.940692537374,0.4939879768335728,0.4576098127139216,0.15455775148808737,0.0019940179461615157,0.5,0.0007373932609643703,-59706.155306045206,8,-1593.7178233999646
99,0.4222385174321711,0.5263130196821388,0.5416406282548015,0.3000049992501125,0.3636611525177241,0.14290815597771747,9547.323340828834,9043.404170821063,6934.563623269025,0.4943994427529801,0.454551652047448,0.15570269428044886,0.0019940179461615157,0.5,0.0007432397172455347,-61143.943916376564,8,-203.7425543487777
100,0.4444592582716709,0.4999999999999999,0.5416406282548015,0.3000049992501125,0.3636611525177241,0.14290815597771747,9584.787146204648,9094.820513930044,6889.026239330624,0.5100823341965903,0.4386057234171466,0.15833276390880927,0.0019940179461615157,0.5,0.0007348520191915814,-60818.19204156655,8,-418.623595854192
101,0.43183419312319604,0.47368698031786116,0.5199776026876776,0.3000049992501125,0.333361106482253,0.14290815597771747,9637.300194629406,9092.820660414727,6859.443410441362,0.4953573308164987,0.428375091085855,0.1535555010079475,0.9990029910269193,0.999001996007984,0.267860612700364,-61173.1663566579,8,-846.9034877199961
102,0.44445925827167077,0.5,0.5199776026876773,0.2631689733200021,0.3333611064822529,0.14290815597771747,9704.404563964432,9099.823127247802,6826.71670115415,0.49439944275298,0.4318274780711723,0.15217418605881172,0.9990029910269193,0.999001996007984,0.2661517971133103,-61527.87064691628,8,-350.00959118864364
103,0.44445925827167077,0.5000000000000002,0.5199776026876776,0.21054570331000372,0.333361106482253,0.13338221570457276,9722.564415507464,9132.898791656242,6825.050279589582,0.4850477064989582,0.4170214945519503,0.14934964431358935,0.9990029910269193,0.999001996007984,0.265573068657645,-61828.55257821281,8,-305.18923978779816
104,0.43479773058278803,0.4999999999999999,0.5199776026876773,0.1666944398155863,0.3333611064822529,0.1333822157045727,9724.129625227046,9107.421248537765,6788.80890377801,0.4740249355385933,0.40394095819157794,0.14594652191527108,0.9990029910269193,0.999001996007984,0.2647828774885331,-61730.50673587846,7,-269.0455687412705
105,0.4468225432419205,0.47619274354823354,0.5199776026876773,0.11768511439157794,0.3333611064822529,0.1333822157045727,9712.12890834335,9126.018523882743,6789.590448242684,0.478368456651824,0.3761143921479273,0.14705764372759697,0.9990029910269193,0.999001996007984,0.26473710936153183,-61707.3908727014,8,-845.5235044297484
106,0.4375144543647258,0.47619274354823343,0.47998270410916194,0.1250390551771543,0.38463313336409793,0.1429081559777175,9837.638550961936,9127.628710128349,6808.884710189355,0.4696340886346799,0.40493823365905274,0.14428061836554287,0.0019940179461615157,0.5,0.0007153775062001323,-62157.31930204223,7,-781.8149523822813
107,0.4468225432419206,0.4761927435482335,0.4799824021117468,0.1764982650120567,0.3846331333640979,0.14290815597771747,9932.114310456405,9140.464346149056,6681.625919590384,0.4811157821500888,0.4196241483544755,0.14423676426036894,0.0019940179461615157,0.5,0.0006980692888428094,-62520.278632843525,7,-183.99121661510253
108,0.45653544334066276,0.47619274354823354,0.4799824021117697,0.1666944398155863,0.3846331333640979,0.1333822157045727,9925.74422813295,9172.837829521948,6672.4849129299455,0.4831646238021,0.4186160070687703,0.1444242357699604,0.0019940179461615157,0.5,0.0006961664530395718,-61926.619107760016,8,-642.1124153995797
109,0.45653544334065155,0.4761927435482335,0.47998240211174664,0.1666944398155863,0.38463313336409793,0.1333822157045727,10002.004398132689,9199.342392701485,6616.152687493872,0.48316462380208747,0.41861600706878116,0.14272191898821696,0.0019940179461615157,0.5,0.0006866012678071084,-62004.864332826735,8,-1379.4751652698787
110,0.45653544334065155,0.4761927435482336,0.47998240211174664,0.1666944398155863,0.38463313336409793,0.1333822157045727,10002.97494395585,9162.93331185229,6630.20181253077,0.48316462380208736,0.4186160070687812,0.14320816806181622,0.0019940179461615157,0.5,0.0006893296042162751,-62394.75738279576,8,-954.684960058682
111,0.4347977305827879,0.45000499950005013,0.47998240211174664,0.1666944398155863,0.38463313336409793,0.1333822157045727,9972.294707849966,9136.743040881673,6659.075714472298,0.4740933471354618,0.4036118356779612,0.1417863473850941,0.9990029910269193,0.999001996007984,0.25823198150389376,-63227.77353902489,8,-2012.7912519381382
112,0.4347977305827878,0.45000499950005013,0.4999807714494481,0.1764982650120567,0.38463313336409793,0.14290815597771747,9773.158530100614,9091.75848986274,6733.9186031160525,0.48316462380208736,0.39536343765986154,0.14709813198453428,0.0019940179461615157,0.5,0.0007112675843801145,-64084.4033159245,9,-30.03688468996853
113,0.4347977305827879,0.45000499950005024,0.4999807714494481,0.1764982650120567,0.3846331333640979,0.14290815597771747,9786.698679192987,9135.422457818993,6709.036370598361,0.4831646238020873,0.39536343765986165,0.14625583596649547,0.0019940179461615157,0.5,0.0007065004661759561,-63577.688494360715,9,-1071.5660615767877
114,0.4347977305827879,0.45000499950005013,0.4999807714494481,0.1764982650120567,0.3846331333640979,0.14290815597771747,9744.588864360123,9097.48372945779,6749.577794684755,0.48316462380208747,0.3953634376598617,0.14754211235429673,0.0019940179461615157,0.5,0.000713784140331214,-64604.104549780524,7,-286.4981200982547
115,0.43479773058278803,0.40000999900009987,0.4999807714494481,0.1764982650120567,0.38463313336409793,0.14290815597771747,9787.218793494421,9140.399826103221,6641.592478249464,0.4890377892150063,0.3682173979640359,0.14646676904027905,0.9990029910269193,0.999001996007984,0.2595578505281194,-63821.11467199954,8,-269.8929637467488
116,0.43479773058278803,0.40000999900009987,0.5184979446728141,0.187527338624008,0.3846331333640979,0.15389940009229347,9707.549439301316,9165.66864673215,6729.772604522683,0.4984392913254434,0.3610539602518226,0.1509107105867793,0.0019940179461615157,0.5,0.0007105175517330574,-62840.77886793189,9,-349.9027130850181
117,0.4222385174321712,0.36843490158930636,0.4999821447702032,0.187527338624008,0.35716326239108703,0.15389940009229347,9759.565391750995,9160.165253734574,6697.581670361346,0.4849790416278349,0.34689299378069466,0.14652647261688018,0.9990029910269193,0.999001996007984,0.26125491157312297,-63029.34725722185,9,-741.051833379732
118,0.41306001782534674,0.3684349015897631,0.4999821447702031,0.2000266613342165,0.3571632623910869,0.08340276620553687,9709.519885094853,9098.310752832404,6661.18490561544,0.46809648869500353,0.3592196134235479,0.14220972188200295,0.9990029910269193,0.0009980039920159682,0.2613481198054486,-62694.959148614435,8,-703.7183486479286
119,0.42554730583160205,0.35001499886494125,0.5184979446728141,0.20002666118473353,0.3846331333640979,0.08340276612762405,9706.514439418377,9093.014204460187,6645.298219455056,0.4871546375234517,0.3471510651873445,0.14690360773837724,0.0019940179461615157,0.5,0.0007043533315101946,-62371.806579335636,7,-391.1152765397591
120,0.4130600178877005,0.3684349016572327,0.4999821447702032,0.20002666130715213,0.35716326239108703,0.08340276619143051,9724.286557529114,9102.194885786206,6630.335875027794,0.46809648871865106,0.359219613455867,0.14152394836984752,0.9990029910269193,0.0009980039920159682,0.26026214321476876,-62087.571226613516,8,-345.5242501843317
121,0.4042720694145827,0.36843490345185326,0.5184979446728141,0.20002666058726642,0.3846331333640979,0.08340276581621514,9736.861819452191,9068.416388151218,6697.579254058026,0.4719298054807799,0.35716326324867326,0.14389410234283118,0.0019940179461615157,0.5,0.0007096739181288168,-62166.55377487988,7,-703.8060863885889
122,0.4255473054911386,0.3500149985001501,0.5184979446728142,0.20002666133439978,0.3846331333640978,0.08340276620563238,9780.016055240052,9154.430756096803,6690.376808833779,0.48715463740194725,0.3471510650242689,0.14685468567155782,0.0019940179461615157,0.5,0.0007040785840188883,-61646.26594054481,8,-32.16452306375406
123,0.4255473056868935,0.35001499850015005,0.4814650228201168,0.20002666133439978,0.35716326239108703,0.08340276620563238,9908.829776946439,9214.39849508047,6667.77502084962,0.47192980509411087,0.35716326220724465,0.14129900429177636,0.0019940179461615157,0.5,0.0006947794227231172,-58650.29324716425,8,-225.0631302315623
124,0.40427206774035784,0.3684349015893065,0.4814650224049197,0.20002666133439978,0.3571632623910871,0.08340276620563238,9955.534854961916,9283.561597174079,6613.606725742889,0.45699628360682354,0.36763197492058064,0.13576780686910994,0.9990029910269193,0.0009980039920159682,0.25562891537564725,-57839.97240644085,8,-236.83596389366278
125,0.3958502593587899,0.3684349015893064,0.4999807714494481,0.20002666133439978,0.38463313336409793,0.08340276620563238,9976.51916267038,9290.73157704317,6616.995855197732,0.46069498590030195,0.3658732868360729,0.13660432990047588,0.0019940179461615157,0.5,0.0006843414860768136,-57978.34552414299,9,-779.5237330915442
126,0.41668229069016505,0.40000999900009987,0.4999807714494481,0.20002666133439978,0.38463313336409793,0.08340276620563238,10052.861334186071,9322.603758403253,6493.297841262577,0.4694206356866115,0.3836719713307077,0.13593242728816382,0.0019940179461615157,0.5,0.0006678087850073153,-58102.833450877,8,-269.0398464491205
127,0.4255473054911387,0.40000999900009987,0.4999807714494481,0.25001562207086175,0.38463313336409793,0.08340276620563239,10100.068300427007,9350.80850743092,6497.605979546673,0.4809675181295175,0.3990403232515463,0.13842733221107312,0.0019940179461615157,0.5,0.0006656624535325789,-58034.151405415854,9,-574.2306029032172
128,0.4130600178249244,0.3684349015893065,0.4999807714494481,0.2353114156325355,0.38463313336409793,0.07698815566835873,10118.612028164705,9371.453939815936,6478.2792658968965,0.4742676689444234,0.3772405768648212,0.13617452899966076,0.9990029910269193,0.999001996007984,0.2492815922828899,-57773.366721992796,9,-245.07472321365032
129,0.4255473054911386,0.4000099990001001,0.4999807714494481,0.25001562207086175,0.38463313336409793,0.08340276620563239,10118.92857660915,9373.173564330458,6486.226808593658,0.48096751812951755,0.39904032325154637,0.13796641686995886,0.0019940179461615157,0.5,0.0006630929979351417,-57693.64410422421,9,-360.48035632816385
130,0.42554743071118617,0.3500156899776398,0.4999807714494481,0.31250363542980913,0.38463313336409793,9.214957809783328e-05,10207.439009057462,9478.995485945483,6526.893407213603,0.4804220927739635,0.4016865174134201,0.13739594628184712,0.0019940179461615157,0.5,0.0006606653023493191,-55542.66898022851,9,-46.37921097880581
131,0.4347977305830524,0.350014998501548,0.4999807714494481,0.3529377168729125,0.38463313336409793,9.08925675297799e-05,10276.899192208171,9525.85824344074,6473.245004242985,0.4919865109777812,0.4163367002124679,0.13854261236103704,0.0019940179461615157,0.5,0.0006513920464716663,-54120.82804874301,9,-31.05985242530076
132,0.444459258309154,0.35001499868989594,0.4999807714494481,0.3333333332630618,0.38463313336409793,8.331976295460056e-05,10324.11073331411,9528.945633466867,6443.398936999887,0.49439944279561954,0.40910330414585816,0.13827243296889008,0.0019940179461615157,0.5,0.0006467489581012247,-53487.13712424502,10,-3515.715000975415
