"i","alpha","delta","mu","epsilon_b","epsilon_s","pin","log_likelihood"
180,0.355545312828546,0.687524589209747,7805.29370247429,10215.9635557915,9402.56386408601,0.123925040302539,-149738.620498203
181,0.316682667656331,0.403517188033596,8090.81054057545,9594.50052599912,10272.6993939826,0.11423476557538,-150279.084148191
182,0.316660328658721,0.403507307503587,8074.03555771675,9590.57016577071,10270.1658875616,0.114050674483615,-150176.26386404
183,0.32221948642645,0.413806052449823,8016.44490865457,9611.7704497391,10279.3969188354,0.114934111912321,-150020.633725993
184,0.322217416260725,0.413823137897251,8038.67240125411,9616.55027070889,10282.7316761374,0.11517385009034,-150270.62487996
185,0.316671817008084,0.403483919280026,8092.84421628924,9591.05023430436,10268.7975035853,0.114294194513311,-150723.807300307
186,0.322223184013901,0.413772965498047,8038.20971607355,9601.54706939026,10269.2956892111,0.115315632176533,-150941.72148576
187,0.372240440965775,0.701517104638345,7722.22608731194,10242.7268119612,9377.68156967051,0.127785435731181,-149694.031507883
188,0.372215422269352,0.701468478391644,7709.29835723726,10267.8702578281,9385.83530804367,0.127402701168789,-149296.795859914
189,0.372214540927638,0.701470352213916,7708.99652626158,10283.6464152925,9380.09043173472,0.127341370432517,-148785.015218966
190,0.377773092459949,0.691204030514834,7813.17638045253,10292.5031096729,9396.31752183623,0.130368902324144,-152677.50254669
191,0.383326934851671,0.695664222519839,7758.42212340462,10307.6957307462,9380.93246484412,0.131229729794542,-153356.061491668
192,0.377770349259052,0.691158545515967,7726.5451783041,10243.9302838638,9398.32046419903,0.129375709635402,-150346.776441876
193,0.377776560217796,0.691151175847078,7727.31807213562,10280.3794906377,9401.39193738956,0.129162575894834,-151791.513483942
194,0.377760053413125,0.691163446485842,7715.39528387699,10302.0869240171,9409.15226787932,0.128816094492912,-150026.80850004
195,0.377780053550743,0.69119332417574,7692.05167140268,10296.8454633302,9406.7989818382,0.128525509429227,-149666.63048194
196,0.37777270605053,0.691158563111709,7700.65032423458,10288.9986199121,9397.88488652403,0.128743946391837,-150230.037767608
197,0.37777510428086,0.69116923192613,7712.95661892438,10278.385442329,9384.86576674459,0.129058827939029,-151415.836510073
198,0.37220704601181,0.701495140319861,7744.23837708964,10288.3732785662,9358.31422738337,0.127943592968992,-151489.014334369
199,0.366687333041721,0.696935222851275,7795.11413073588,10264.6105632855,9346.95003948089,0.127208655483895,-150678.533035845
200,0.36110218843985,0.692277175754091,7678.46359925329,10216.852282433,9324.79808430807,0.124256754968096,-146527.883243956
201,0.355551324590285,0.687487399566154,7737.69708974502,10207.5030109156,9318.86276996375,0.123494408805313,-146447.780194111
202,0.355556629497775,0.687503349769672,7750.10333384182,10210.4357970869,9320.03291191498,0.123646775885183,-146209.683191109
203,0.361089065841074,0.692311925302117,7749.49240824074,10224.0094884346,9320.53673750342,0.125241982813846,-146283.610338282
