i,eta,kappa,phi_plus,phi_minus,omega_plus,omega_minus,epsilon_b,epsilon_s,mu,alpha,delta,pin,alpha_prior,delta_prior,pin_prior,log_likelihood,n_iter,pls_next
120,0.06560333098372217,0.2501249375312342,0.9317773788150807,0.9284439048775263,0.33344437041971975,0.0009980039920159682,10007.13106351482,10005.232882348382,4980.571103780288,0.5413423299124727,0.3886468282786458,0.11873030318020887,0.0019940179461615157,0.5,0.0004960144687324843,-1489.1961173510583,9,-11.45716354052589
121,0.06669666516674166,0.2501249375312342,0.9317773788150807,0.9332133573285343,0.33344437041971975,0.0009980039920159675,10007.46479689555,10005.395036447817,4980.769711480479,0.5522220043525997,0.4051564379141967,0.12082978019091936,0.0019940179461615157,0.5,0.0004960219533790452,-1489.5312497177654,9,-11.957028321637804
122,0.0678270596410353,0.25012493753123416,0.9317773788150807,0.9373867399862527,0.33344437041971975,0.0009980039920159693,10010.479264439507,10004.874123313693,4978.6384121667825,0.5629407666092989,0.42079780939831646,0.12282735580367914,0.0019940179461615157,0.5,0.0004957480696406236,-1488.9947146146403,9,-11.908441941300737
123,0.06899643121907495,0.25012493753123394,0.9317773788150807,0.9410692230782803,0.33344437041971975,0.0009980039920159684,10011.358051733781,10003.865503710387,4977.121076352408,0.5735021603535146,0.43563767870457676,0.12481145435391333,0.0019940179461615157,0.5,0.0004956002689456546,-1488.4425226361616,9,-11.325195703335945
124,0.07020683121940963,0.25012493753123416,0.9317773788150807,0.9443426095650725,0.33344437041971975,0.0009980039920159693,10010.761877202714,10004.064936801218,4977.557103372719,0.5839096259609933,0.44973611323411006,0.12680115306867712,0.0019940179461615157,0.5,0.000495653485083481,-1488.5550955215567,9,-12.143241241671186
125,0.0536042711997573,0.3334443704197196,0.9317773788150807,0.9472714834499816,0.33344437041971975,0.0009980039920159678,10011.846331610433,10003.221636522105,4976.220846178453,0.5213678227747942,0.5187991580600221,0.11475000995100364,0.9990029910269193,0.0009980039920159682,0.19895919133471188,-1486.1038536911058,9,-11.896042417993469
126,0.0536042711997573,0.3334443704197196,0.9301909169127736,0.949907513872919,0.3334443704197206,0.0009980039920159673,10010.058918899978,10003.141238483284,4976.4433769550415,0.525417118500237,0.5373068933079242,0.1155523727148295,0.9990029910269193,0.0009980039920159682,0.19898119268045428,-1485.8943679178235,9,-12.033178103614521
127,0.0536042711997573,0.3334443704197196,0.928528914601338,0.9522925296386231,0.33344437041972036,0.000998003992015969,10009.95251614382,10002.3295722834,4981.556750986534,0.5293984737854905,0.5552280590860705,0.11643644687033895,0.9990029910269193,0.0009980039920159682,0.19915224896242195,-1485.0532711269066,9,-11.33516933892096
128,0.0536042711997573,0.3334443704197196,0.9267858449381753,0.954460755351543,0.33344437041972036,0.0009980039920159682,10010.102922257267,10000.480023081198,4982.243687760995,0.5333135842965243,0.5725901057995323,0.11721967577342003,0.9990029910269193,0.0009980039920159682,0.19918778507784896,-1483.4345845945393,9,-11.5151789284563
129,0.0536042711997573,0.3334443704197196,0.9249556283278754,0.9564404642872669,0.33344437041972,0.0009980039920159697,10009.403365814163,9999.692589550834,4983.2982571860575,0.5371640897373593,0.5894187973222564,0.11799591740861717,0.9990029910269193,0.0009980039920159682,0.19923340243509252,-1483.3706067207393,9,-11.40931775477308
