"i","alpha","delta","mu","epsilon_b","epsilon_s","pin","log_likelihood"
120,0.358340253619405,0.372078100061128,8535.37505681626,10011.4857780183,10680.1086539931,0.128780946731557,-107090.110528344
121,0.358327514032447,0.372077127584152,8505.02856148568,10029.1760586529,10733.0412549162,0.127997099942418,-106022.141363868
122,0.358341003044262,0.372107379958551,8512.57889081831,10030.1102313675,10736.0006441494,0.128079436078542,-106100.489575274
123,0.358327425203556,0.37211876468344,8424.8027134824,10120.4600251799,10819.168175603,0.126002969304705,-103132.055542748
124,0.366660789719487,0.36363146214431,8494.35980842211,10104.9980732577,10829.4461887128,0.129508486430735,-103453.358568015
125,0.358340205048434,0.348839464316347,8568.96684912066,10088.0467590244,10874.8953252095,0.127763300350584,-103708.572146632
126,0.3166609091546,0.394740146729503,9007.32752465687,10318.6065760007,10832.4180784078,0.118828216692128,-103935.243364278
127,0.316652054095383,0.394700144060246,8978.01747956811,10360.7485258908,10840.4657972419,0.118237117439347,-102799.481098885
128,0.325005224768908,0.410267836248865,8901.54857602429,10429.6562973367,10856.0821217127,0.119652389939554,-101843.129067196
129,0.333340340434084,0.400010480533856,8781.94395558197,10426.5933159625,10865.7422672527,0.120867507239571,-102419.489147469
130,0.341655705498846,0.463411303419509,8716.88238980226,10515.5577726782,10622.592583892,0.123491985394116,-104334.782658493
131,0.333310287176558,0.400004419015165,8816.49620496844,10386.7956440226,10839.5610191744,0.12160689591461,-102644.547584839
132,0.333339615795546,0.400016029328915,8809.79646144692,10392.7600073898,10847.4778818222,0.121465329819208,-102649.942065693
133,0.374980785609591,0.355547847378918,8242.46604622713,10164.3056762363,10812.7659288773,0.128418946212318,-100436.80952635
134,0.383320387057863,0.347812892930531,8109.34407081878,10186.2872816291,10878.4335825282,0.128591878381539,-100546.974091616
135,0.383330638261652,0.347781610135847,8052.18576239404,10244.7399541417,10933.0016222354,0.127209023997534,-97402.1637922414
136,0.349984733586258,0.357175119611593,8527.7143667984,10407.9152989255,11042.3634777728,0.122143987363636,-102323.063497003
137,0.349994032993459,0.357152224191132,8561.38480172638,10373.4502723101,11010.2838558485,0.122904552126919,-104151.002615128
138,0.383342143590653,0.326079900331991,8274.59955201749,10165.2220190689,11017.6445318379,0.130241008197906,-104390.500941023
139,0.374997269536224,0.311106466934808,8404.33590534929,10111.4864466293,11016.9381494896,0.129802283054162,-104769.476227814
140,0.374989554821022,0.311079691497296,8463.43815710035,10062.1241003515,10934.6603811858,0.131304806494266,-108674.362202127
141,0.374992591573213,0.311132941588839,8454.01508857964,10064.5952962348,10960.6224867857,0.13102455883567,-107229.743082236
142,0.366661157822582,0.318195406193469,8447.21392245878,10067.2929675532,10912.2093502427,0.128641240154482,-107802.914527232
143,0.374977980735245,0.333287976746534,8364.60356251102,10091.6029263118,10801.0497614917,0.130530472378837,-108227.697389366
144,0.316678337648635,0.368433881680651,8983.98578946805,10321.1549646764,10811.2669753374,0.118654528225586,-107964.257644702
145,0.31668101524366,0.552614756805203,8924.64379781159,10840.9677135622,10289.7900917111,0.117972306118594,-108246.421016946
146,0.316658713470744,0.552665803456899,8918.5856591369,10837.9633855882,10288.9506024696,0.1179132632458,-108239.727229098
147,0.324994827874931,0.358965023810388,9026.61413450673,10356.4367064621,10846.2537208344,0.121543223986946,-108550.687832316
148,0.325006448030346,0.358966905030799,9069.29756796618,10301.7725079601,10827.0427023505,0.122426141448761,-109588.173505383
149,0.325000644122862,0.359018675175771,9106.36057150171,10277.4257426058,10765.0447697863,0.1233050445681,-110553.333465753
150,0.383315016325445,0.347863981570194,8504.72545433075,10023.5753996539,10703.9949078483,0.135903321292134,-110302.338175701
151,0.349996833296249,0.523793225732239,8779.17752099607,10647.8464903159,10215.06805839,0.128372987310615,-109251.122690041
152,0.349993992991616,0.523795014847063,8809.55720546768,10625.6376857191,10176.912502629,0.129084503918395,-112454.787786083
153,0.383330703865843,0.369564116873854,8569.46530585233,10002.0984992377,10636.4884569617,0.137309991448104,-112213.383856259
154,0.383337765232204,0.369554096062402,8623.45841019223,9946.18429531631,10586.1541755117,0.138673224199698,-114806.467760678
155,0.383332577431123,0.369577603078449,8652.26301162226,9914.8117739632,10562.2062359669,0.13939372891137,-114773.939015634
156,0.349995166741003,0.547602236931761,8919.58559726248,10520.1595607394,10044.4902129033,0.131797306756562,-115767.375548603
157,0.34167736367633,0.561023879554772,9219.91662888607,10690.8636167601,10122.9050012514,0.13145702278033,-118138.838224396
158,0.341682984260282,0.560970238451878,9246.34138933819,10679.6380773476,10083.3880563691,0.132065551988132,-118940.027035119
159,0.341678328833883,0.56099829513582,9255.12499638618,10668.8659170673,10076.3144341748,0.132271524114452,-118935.703351349
160,0.383337515493575,0.369567858540629,8924.12516435004,9878.49954795441,10527.0150519534,0.14357781329599,-121856.272617185
161,0.391660239182294,0.361693713796366,8841.55646012134,9878.78419729668,10539.2622999606,0.145006318376143,-122143.026703073
162,0.358336770861458,0.558145443998859,9451.0966779656,10670.996218577,10072.8583863323,0.140348158739766,-129830.565798767
163,0.358338287172317,0.395347258383894,9454.98971514127,10157.6268777171,10665.654972293,0.139937776581052,-129190.255023554
164,0.333329740643055,0.599982764470276,9879.23910366656,10875.9682028532,10189.6264020673,0.135189992899168,-129932.270454066
165,0.316671580552995,0.578906332960736,10128.2208488393,10796.468065895,10243.8783103469,0.132273336894613,-128342.492830578
166,0.341659932918521,0.56099438211893,9588.41911220803,10616.7532344767,10165.8837323103,0.136166547796612,-125950.946378456
