"i","alpha","delta","mu","epsilon_b","epsilon_s","pin","log_likelihood"
150,0.380000654856263,0.368449664383404,8303.06655992467,9807.60373506059,10538.4011487453,0.134255867958426,-135259.114700485
151,0.366655695157625,0.363621692984689,8400.80934801937,9871.9041594811,10604.4176665381,0.130758013163987,-134085.656670755
152,0.373348260083384,0.375001125894275,8305.03616798857,9806.31182241618,10505.1343417294,0.132438719982753,-137674.171923755
153,0.3799990247644,0.385994918726682,8205.81188207473,9864.19554164781,10543.1678336444,0.132545197532752,-134454.234611467
154,0.37999493879316,0.385956165962847,8261.15450219369,9806.94026907147,10491.1201168162,0.133940454772819,-136580.347874813
155,0.373338348365724,0.37500283926212,8326.92645590949,9785.09761545731,10487.7101887302,0.132957758311002,-136453.334405139
156,0.366650078542153,0.381823847683164,8388.17676409047,9782.40687106906,10454.8008860642,0.131924713121867,-137367.72945126
157,0.353327403412248,0.377359618441926,8711.80452336211,9894.30826904739,10560.1758319336,0.130802326567219,-140205.218157526
158,0.353327083941694,0.377332640929998,8700.1786803558,9922.14420730296,10542.3316833045,0.130595015276122,-140157.89326144
159,0.353355126983264,0.377378739214267,8695.16356402258,9936.86003555899,10529.8147250476,0.130526375094337,-140663.997874301
160,0.353345124053126,0.377357631905991,8756.13150256077,9867.35798773644,10484.2862331433,0.131962454917313,-142853.958057541
161,0.359973602632596,0.370384035718885,8661.67966216266,9894.80718108089,10518.1072505582,0.132505654112204,-141283.459810684
162,0.333326854627279,0.459983386520393,9190.68287689174,10277.6996544302,10411.0795327485,0.128977148195205,-149394.872750945
163,0.360017435418472,0.370409610930193,8764.57379326134,9925.39694279612,10552.4645084108,0.133515192938361,-147478.574319791
164,0.366652781333787,0.381783292571121,8779.17527887657,9979.91914040921,10584.9013333048,0.135340802324449,-148226.741912626
165,0.333337811918755,0.399984907742792,9116.94294803708,10165.4655592504,10637.6943947717,0.12746408207502,-145324.525787648
166,0.366650083281551,0.3817799184466,8766.85840975142,9992.85238002069,10596.1761913437,0.135038256912059,-144899.251030998
167,0.366667024484627,0.381801003675953,8765.51603172537,9982.73453102163,10617.1533035827,0.134964195585142,-145214.148140218
168,0.339980856416956,0.392180033517077,9194.58749432215,10140.584724594,10728.8731698762,0.13027406536409,-152111.348905686
169,0.333339050735548,0.399979258711814,9433.5529024618,10210.0653601848,10747.3403045429,0.130469444021188,-153406.75750857
170,0.333356082317998,0.400040847033546,9426.9463873963,10229.5352621107,10733.4176162119,0.130365773743152,-153084.209092759
171,0.339985231083106,0.392120615722,9287.19513564815,10243.4413350761,10807.7373715572,0.130428761712809,-152354.929869205
172,0.293338499907476,0.590911180188323,9859.44682455017,10891.0265901746,10332.2618207693,0.119929592468985,-152371.259259343
173,0.300001619094869,0.60002115250766,9771.66380919041,10903.6913282459,10261.8995287958,0.121654234569825,-151720.156663759
174,0.286656149164395,0.604627889595325,10022.1814958312,10880.2158364937,10266.5567771567,0.119606857820995,-152214.43361699
