"i","alpha","delta","mu","epsilon_b","epsilon_s","pin","log_likelihood"
60,0.383345213867145,0.826058065988608,6503.96397645685,9960.1698234146,8309.72767135804,0.120081112253823,-44505.5552452821
61,0.416668158518071,0.760007804080671,6256.84937742098,9877.81476514167,8370.0699687881,0.125007939516881,-44662.3516583443
62,0.400012907370618,0.791672373793628,6458.38287432381,9889.96346059929,8273.9344976361,0.124518959983392,-44624.3105973313
63,0.399976003108962,0.79164903999891,6384.25056819336,10008.5849671942,8337.58333333915,0.122180947698303,-43423.9806068176
64,0.366656227240944,0.727243626969852,6547.86647384639,10094.2461499143,8714.11963799769,0.113197012490783,-40816.5179730654
65,0.366651457794024,0.727287047040189,6497.55345350436,10183.7834786678,8751.28454043898,0.111755506538606,-39405.6742083868
66,0.333353948702934,0.75000299997424,6725.27087925683,10157.3059511616,8854.33999371164,0.105483389607034,-39892.5658315765
67,0.43331098719191,0.807686919188351,6136.18305037533,10209.6758300186,8496.32998614209,0.124450751278592,-39725.8773112632
68,0.366682396288872,0.77273432105261,6901.24366312632,10290.7282240164,8914.76277567412,0.116422437197977,-42238.0872902023
69,0.349984447272863,0.761907822910492,6686.66849080764,10055.568230963,8926.34687234055,0.109755841504894,-37502.6407775749
70,0.333330881499596,0.750023248259828,6776.00081650679,10031.0980182891,8928.16895152334,0.106450142763929,-37064.5100582046
71,0.350010706559276,0.714281540717921,6799.22523262119,10137.0433333239,9062.24251614475,0.110282774016302,-36594.4171481142
72,0.366689465470711,0.681805315739922,6613.42766314491,10164.8452654168,9119.07802886491,0.111708255954843,-36386.7331124973
73,0.383350288668431,0.652145355351614,6581.34672098872,10134.0576607039,9099.7602173931,0.115962071420754,-36163.0258391695
74,0.400001997579391,0.625009357462162,6608.1987912827,10153.9186047258,9136.60082954441,0.120512234658305,-36590.433334304
75,0.400014542275224,0.62499797434318,6617.77518072793,10191.1922472979,9100.46715264443,0.1206628612811,-36793.4418789893
76,0.400004938501439,0.624981833355107,6519.95282810249,10331.2010902853,9174.60201546569,0.117935921988422,-35000.208866965
77,0.399999325571738,0.624998047848856,6525.84297747577,10367.0533412433,9145.45880660222,0.117992635989513,-35109.8922040295
78,0.416667143751373,0.6000027993649,6359.81924781919,10452.268415262,9258.63794527432,0.118507552586328,-33053.0057266159
79,0.41666550530034,0.600004221173455,6391.75209878259,10466.193577729,9198.72273024906,0.11927651591669,-32904.7919525625
80,0.416676116919798,0.59998198312496,6407.0344257461,10496.5575789887,9155.87798654764,0.119597124287885,-33084.8431985695
81,0.433335362120314,0.576887196857648,6435.53020071574,10573.0335676589,9257.32133350372,0.123291514346818,-33835.3211552929
82,0.450021413573999,0.592577756455666,6300.33551009838,10628.6621424222,9227.35294207282,0.124950345295375,-34298.0429884866
