i,eta,kappa,phi_plus,phi_minus,omega_plus,omega_minus,epsilon_b,epsilon_s,mu,alpha,delta,pin,alpha_prior,delta_prior,pin_prior,log_likelihood,n_iter,pls_next
90,0.3333499991667085,0.4500049995000498,0.05887196377109921,8.33125052070316e-05,0.18753905761779774,0.4166805532411265,9733.958171858765,10288.734740124977,7945.21717267087,0.32587715848959103,0.4138109356684822,0.11450473593418896,0.0019940179461615157,0.5,0.0007906219183205882,-71400.85954205773,7,-83.28741634654708
91,0.3333499991667088,0.40000999900009976,0.05887196377109916,8.33125052070316e-05,0.1875390576177976,0.4166805532411265,9752.009456838798,10325.884506534148,7879.870242186212,0.324290112152847,0.3862074763980289,0.11290305656418112,0.9990029910269193,0.999001996007984,0.2816472228754361,-71162.76159956894,7,-32.247714167026984
92,0.3559480026439332,0.7142653080658984,0.00012495314257153568,0.27273553606326423,0.1250937265683579,0.12504686914135735,10556.001993788073,9355.910183035965,8029.316072743906,0.33711197744048343,0.7332866759981338,0.11966999519281356,0.0019940179461615157,0.5,0.0008034254509856826,-69553.69569224009,12,-309.1001960573994
93,0.3389997118790571,0.6999800019997999,0.0001249531425715357,0.27273553606326423,0.12509372656835793,0.12504686914135735,10585.95043864274,9342.264639251007,8032.574536818537,0.3255650292874696,0.7234770411160305,0.11600434154978252,0.9990029910269193,0.999001996007984,0.2870757642694818,-69440.5063867151,10,-873.6226160290915
94,0.3333499991667085,0.6999800019998003,0.00012495314257153568,0.2857210874636957,0.1250937265683579,0.06672443674176777,10534.962746721336,9311.360869432174,8069.859398330991,0.31678012236128555,0.7485893876720361,0.11410998033968629,0.9990029910269193,0.0009980039920159682,0.288869643705575,-70251.72504311633,10,-159.60630236508433
95,0.327885513827189,0.6999800019997999,0.00014279594459517351,0.2857210874636957,0.14295915452727795,0.06672443674176777,10554.881317645846,9297.982528454317,8158.293105708956,0.3146423395386984,0.7499464400485609,0.11449448620955413,0.0019940179461615157,0.5,0.0008187465444698187,-70090.0427977175,11,-3004.112113582098
96,0.327885513827189,0.6999800019997999,0.00014279594459517346,0.28572108746369573,0.1429591545272779,0.06672443674176777,10499.529046104995,9236.144641060573,8218.678872258937,0.3146423395386984,0.7499464400485609,0.11584932347547204,0.0019940179461615157,0.5,0.0008296953130418463,-73007.23516184985,9,-218.55507441479534
97,0.327885513827189,0.6999800019997999,0.00014279594459517346,0.2857210874636957,0.1429591545272779,0.06672443674176777,10541.355557924942,9171.779364941072,8259.380467111312,0.31464233953869847,0.749946440048561,0.11647383042249093,0.0019940179461615157,0.5,0.0008347533303466005,-72381.54926827538,9,-429.40700888402756
98,0.3278855138271889,0.6999800019998,0.00014279594459517346,0.28572108746369573,0.1429591545272779,0.06672443674176777,10598.122117179282,9193.612304559767,8229.809107188583,0.31464233953869836,0.749946440048561,0.1156974876820443,0.0019940179461615157,0.5,0.0008284666338835232,-72040.17422489088,9,-2622.5410482330376
99,0.327885513827189,0.6999800019997999,0.00014279594459517346,0.2857210874636957,0.1429591545272779,0.06672443674176777,10568.297164381242,9108.461979380127,8302.750350025062,0.3146423395386984,0.7499464400485609,0.11720483278711166,0.0019940179461615157,0.5,0.0008406829027929827,-73930.62004453341,9,-1020.0150561473966
