"i","alpha","delta","mu","epsilon_b","epsilon_s","pin","log_likelihood"
90,0.355567894754128,0.781262648761993,7849.16321182551,10530.1346896232,9354.04618727302,0.12308265488118,-70415.8328272533
91,0.36667636595261,0.757558996885835,7752.36037700751,10549.7041673263,9404.45281173641,0.124693456140691,-70337.1744589135
92,0.355554235652056,0.749973669379539,7733.14769962882,10525.2214343664,9405.75694433254,0.121229671508018,-70261.6193915084
93,0.355558655932028,0.749992778820569,7736.16205515085,10555.2432921859,9392.04801037193,0.121185362528101,-70162.5764806122
94,0.366667553925834,0.696955230616043,7522.92279499201,10382.4570841437,9397.92994193959,0.12238503627382,-70960.9976155143
95,0.355555321696464,0.687517431021528,7523.21428247931,10387.6091984993,9420.24859603529,0.118976357493006,-71086.1235024557
96,0.355575199062005,0.687514937923646,7584.24697629212,10329.9474869578,9357.78734040972,0.120474861234044,-73984.8486974537
97,0.333326322238349,0.733307040783867,7871.18001554836,10494.4632142963,9256.29535248056,0.117262047794722,-73459.5981019754
98,0.333334153126977,0.733349425399228,7839.7880626197,10552.0613045664,9278.56854185091,0.116435612149801,-73126.5925587956
99,0.333328406538451,0.73331987300533,7911.04297493521,10521.2881925422,9193.27450065328,0.117977355469988,-75061.950716855
100,0.34444654477165,0.741936774564183,7874.54622102158,10555.8716951957,9147.16249899882,0.121004350190837,-75427.5683725197
101,0.355551624371501,0.749992048620852,7778.32616665844,10537.855853057,9112.20099057172,0.123377911882617,-75882.5846144557
102,0.366660573035902,0.6970059066339,7474.73803969918,10276.7236636904,9167.37875981416,0.123539200481358,-72848.714069251
103,0.355549877309817,0.687483608478706,7512.80387343553,10240.5231424673,9191.13075258222,0.120852236942493,-73419.3363914154
104,0.355547325067454,0.687507174445445,7473.39706546042,10299.1021947297,9222.31824719211,0.119806945255882,-71493.1316221161
105,0.344444454461328,0.677387021469851,7381.07081934998,10246.510456795,9247.04343096173,0.115373834572192,-71548.7512116442
106,0.344438278041348,0.677435614542313,7362.96521803033,10233.2820730241,9279.44306393582,0.115021482255359,-71992.7537304722
107,0.355551133164212,0.687493480747556,7551.59705356486,10318.7637630436,9322.41619502405,0.120261568858078,-74520.5602069944
108,0.344442600287019,0.709708683792817,7608.59251018026,10305.0166894532,9289.04447245296,0.117972037169979,-74434.0383991441
109,0.333340479238343,0.699990201508811,7740.14589505805,10200.3868211196,9247.78963452369,0.117126888502176,-74739.4667238677
110,0.322222285143292,0.68966022473947,7459.74689980088,10110.857585394,9209.86387348144,0.110644928479995,-70258.308870336
111,0.311134523916045,0.678574077234901,7558.39661520689,10082.4019064585,9235.75139519501,0.108523139166694,-70533.7567019658
112,0.299991271227344,0.666685637994998,7688.56152945497,10097.8667831576,9219.44179198084,0.106664891867899,-70354.6477540238
113,0.299991145834033,0.666668370989455,7714.3165667915,10074.942357504,9192.32461190717,0.107231997250634,-70862.0732890675
114,0.300001147472733,0.666640556258717,7733.79825366454,10083.5132791764,9159.43753142321,0.107598093070776,-70775.295030402
115,0.311113600862508,0.642868551188019,7618.26233262985,10112.8689391888,9171.01861074887,0.10945513350643,-70308.2537392369
116,0.32222638394286,0.655183662729393,7472.44715060061,10211.1246685831,9166.79493673532,0.110522741465752,-70234.6228819946
117,0.333339657357144,0.666659700761313,7424.49881832829,10176.1598378984,9113.35165553576,0.113712340873879,-69732.1189465011
118,0.333331894906071,0.666713003017382,7401.25069218565,10099.7291708153,9105.94928352461,0.113832935907759,-67520.5381385637
119,0.344431944998715,0.677420833237794,7375.94048017646,10084.3199844908,9071.56654599242,0.117093618644942,-67281.6142402105
120,0.344454005388696,0.677419901456721,7448.52267856249,10019.7091462316,8995.35559875296,0.118887196776973,-68862.6204158626
121,0.344451910032191,0.677426652515528,7452.6612041985,10015.476273688,8991.26387199107,0.118990654705551,-68844.2169642877
122,0.344448334060768,0.677425875065966,7467.71752534987,9997.37934818575,8977.59785052727,0.119377017254826,-68595.5593050793
123,0.344432508040084,0.645157032062757,7357.63529509024,9974.11534037034,8997.18407868624,0.117839985678042,-68918.1507111825
124,0.344454409162105,0.645163849259548,7379.51627278592,9954.87865301538,8973.9443554238,0.118389403918521,-68813.8267904371
125,0.344446905357431,0.645177349831263,7350.74471907315,9981.37421984011,9003.90119336018,0.117670482561459,-67769.4801156856
126,0.344459455624641,0.645153346494901,7370.10123099374,9962.6021801477,8984.23328723059,0.118158606602009,-67816.4573827004
127,0.344431544687646,0.645167643874563,7336.36629020898,9994.16816129942,9019.09648266025,0.117310096465004,-66986.8933211779
128,0.355551500532588,0.656256975558174,7260.08614617571,10044.9401886531,8996.64873103844,0.119379533950533,-67739.6263426393
129,0.355568396143241,0.656252051831678,7217.96569971487,10083.9217549,9040.31275109149,0.11832161770889,-66997.1830998622
130,0.355573338522267,0.656259393355124,7238.13922305175,10066.0751336126,9019.00609274125,0.118828966849406,-67159.1659629494
131,0.366675153854832,0.636365922534262,7216.49988731696,10041.1629076331,9062.60054455831,0.121660986465543,-67200.8121707262
132,0.366681644576705,0.636378621992843,7208.97937934482,10044.110360465,9072.60133160622,0.1214791726066,-67079.9582376685
133,0.366660920261772,0.636363101619888,7152.17092010398,10030.0513755246,9066.10028101145,0.120745573105026,-67211.2011798229
