"i","alpha","delta","mu","epsilon_b","epsilon_s","pin","log_likelihood"
150,0.453314211299121,0.294104546487609,6911.22821237628,8843.46445402192,9577.4895931496,0.145354493618502,-97009.3301876411
151,0.459995134109462,0.28982915449192,6887.65409510091,8826.57675676167,9603.58573546562,0.146690498137895,-97782.7190016694
152,0.460007211046409,0.289862252500667,6917.97009148456,8794.69342714304,9577.57081467031,0.14763990174264,-98068.7829049304
153,0.466657720984312,0.299998704065013,6912.97156911394,8802.67922323175,9574.67564290631,0.149328326009554,-98202.3194395434
154,0.466673845902035,0.300015444284413,6937.51475808093,8780.45315255218,9544.12199194399,0.150150120476599,-100308.977018761
155,0.473357510888412,0.309851646866638,6870.71885206854,8815.47591227424,9508.59641932612,0.150734579617423,-99933.5895871222
156,0.473344858560155,0.295765841007432,6870.42947441613,8835.22590655821,9607.19073570031,0.149903551647568,-99959.8735535908
157,0.47332487215865,0.295774062645411,6831.50111918905,8882.05924295687,9625.19549519838,0.148730646583805,-99006.6511974018
158,0.473315193707719,0.295780571760136,6836.47872900036,8876.2955288174,9622.31979551072,0.148879453525425,-99195.8855207283
159,0.479980973447796,0.291659403875937,6873.58513693142,8888.79297946542,9654.02239321341,0.151047947107145,-100012.589072617
160,0.479989645453584,0.291712445346586,6870.00064968743,8892.65082636992,9656.84235075626,0.150937236333307,-99847.8617786858
161,0.4866547202175,0.287635041611863,6823.41187670826,8889.04557323313,9655.82207078986,0.151866803265267,-100361.392018758
162,0.486652600227255,0.287671724810957,6953.38743970167,8943.79155417265,9670.12349962189,0.153828301534039,-103843.512521576
163,0.493341821660822,0.270277372621338,6912.18210190404,8888.91365454832,9668.93465157388,0.155229489367528,-104349.384839881
164,0.493322026242547,0.256734209354977,6874.62829786188,8860.26036867771,9691.1552639275,0.154556496247917,-104584.660368972
165,0.486656453337962,0.246588456117677,6928.26158464312,8847.06966887656,9697.05544362353,0.153847084299841,-104221.778551422
166,0.479993818879275,0.236104209002767,7010.02414861641,8809.12579622034,9683.90494417306,0.153939024749665,-104785.737929516
167,0.480012332371174,0.236117554237182,7019.76620305639,8802.76223560292,9661.98845235311,0.154324639864381,-106258.382843027
168,0.486661354795951,0.232909448177182,6971.07739641912,8801.45280054172,9715.30650054068,0.154845290134519,-106080.397085223
169,0.493314436587501,0.229750760698196,6907.66846869505,8816.17781315951,9733.33871962109,0.15519544261174,-106600.754309082
170,0.446657271524388,0.507458024265099,6806.81842108952,9935.78132700326,9083.69333444062,0.137821574826502,-107210.151477665
171,0.446664617191155,0.507490917774543,6811.97321771171,9930.84835067602,9078.30499675248,0.137978058280519,-107352.974801736
172,0.446638306750552,0.507432325569786,6808.29315667122,9929.4111204836,9077.48335621448,0.137920923628392,-107267.439616473
173,0.44665650967817,0.507445592700496,6819.8729546704,9917.05446155363,9066.70344458751,0.138273022118829,-108111.47288858
174,0.473332497155034,0.53522785943302,6629.50010116043,9968.07431495117,8963.2487471532,0.142186682566056,-108731.728308778
175,0.453344176227353,0.514701304148557,6717.07892728394,10000.4318025953,9078.72146573039,0.137638178564256,-107993.488707257
176,0.453334793183479,0.500019286355412,6729.33008616548,9954.351726937,9089.04945018365,0.138075217321396,-107017.560312299
177,0.459994993259621,0.507263037207565,6768.2484210174,9987.31659313367,9106.80379644659,0.140194217352017,-107971.456696639
178,0.453343125892571,0.500000367249037,6731.32863374375,9947.04708454791,9108.44637205074,0.1380372030498,-107610.693795905
179,0.480004134404315,0.541685630616888,6494.39892141894,9994.60043871559,8953.55563547841,0.14127661385057,-107294.687635392
180,0.480001175897038,0.541650721115484,6483.68679928828,10008.0206573662,8961.82478052004,0.140937147220007,-106928.579888569
181,0.473329078712232,0.535194086477623,6543.09227810862,10007.8653958259,8999.93566039858,0.140106703997693,-106795.395780735
182,0.513323134328228,0.220766596456846,6731.24913833287,8827.47311864656,9820.30358488491,0.156326878324226,-106668.400087301
183,0.453324923166566,0.514701161535454,6636.88408046932,10006.1333543987,9132.84935737949,0.135845802210592,-103973.71614876
184,0.513307785024686,0.220783516723788,6699.45682307552,8856.80406065608,9861.68004750808,0.155202704037116,-103217.610047495
185,0.506680365740126,0.223682089822266,6706.24963845579,8849.07647747395,9845.90619845597,0.153801621153355,-103371.589381626
186,0.513338333950066,0.220783725239154,6697.28982697673,8791.05933041529,9877.69337685835,0.155517159920762,-102757.752238449
187,0.506670938935201,0.223670839418685,6707.99972599831,8837.03826812548,9883.77917922626,0.153653490517604,-102578.681408659
188,0.506673807496038,0.223666652319493,6695.20320003977,8855.60811896012,9874.32053357179,0.153342892760397,-102344.620179418
189,0.500011375955534,0.213334506688669,6763.32455376801,8825.4693083476,9866.14947880546,0.153204565234492,-102454.496426035
190,0.439986141618961,0.515144486874112,6681.45786294153,10008.4703885048,9146.91374525948,0.133049611677038,-101545.674340261
191,0.446658200071008,0.522392759962655,6658.1281325156,10044.2882268094,9173.27785972131,0.134011268437339,-100320.695204822
