scope,gamma_row_spread,dist_degenerate,spectral_gap,steady_alpha,steady_pin,mu,eps_b,eps_s,median_pin_hpin,median_pin_pin,median_diff
full_series,0.011768392246427561,0.01228652237010014,0.9812549073158745,0.3833335480121033,0.13605459908192338,8044.281988418549,9429.24379866527,10151.860702976572,,,
rolling_60,,,,,,,,,0.13120318950466314,0.1362277356495195,-0.002610255176704601
rolling_90,,,,,,,,,0.133156778369372,0.1362648092759045,-0.0016447656150538614
rolling_120,,,,,,,,,0.13447821364531745,0.136710314603753,-0.001235886746273146
rolling_150,,,,,,,,,0.1352076439118149,0.13731335298657799,-0.0010317457345178083
rolling_180,,,,,,,,,0.135420662718384,0.13712649368270602,-0.0009049334569820461
