i,60,90,120,150,180
60,-43.311117739225594,,,,
61,-441.1392458474984,,,,
62,-660.1084336280638,,,,
63,-377.54861129905055,,,,
64,-3620.175532655716,,,,
65,-708.0423922695604,,,,
66,-684.4518188678442,,,,
67,-2082.1206982829244,,,,
68,-33.36385211426125,,,,
69,-352.7007156632593,,,,
70,-211.0188073260543,,,,
71,-888.1268493718761,,,,
72,-1092.2967710970456,,,,
73,-1104.3509865512817,,,,
74,-6218.894176000925,,,,
75,-32.15164344723934,,,,
76,-2961.670485408245,,,,
77,-789.2168977767934,,,,
78,-719.8403225843128,,,,
79,-967.8996963101948,,,,
80,-637.2481583327773,,,,
81,-519.2651799302165,,,,
82,-851.8215646566497,,,,
83,-1538.4085102032184,,,,
84,-1696.296449024688,,,,
85,-1044.3682373712668,,,,
86,-60.84244279217019,,,,
87,-271.0173069344828,,,,
88,-348.48379776307826,,,,
89,-71.00443263142921,,,,
90,-345.78418207058627,-265.27036906974405,,,
91,-60.444028714833486,-46.6738539378551,,,
92,-276.6627143317449,-321.58477179989245,,,
93,-754.0380354776175,-874.9383228881984,,,
94,-222.4029724126933,-156.64229870882846,,,
95,-2924.8038160820397,-2971.8230998115446,,,
96,-234.12204100747797,-262.93604306086075,,,
97,-462.66072638135034,-411.8261867378392,,,
98,-2564.7156945353827,-2635.6270070839037,,,
99,-982.2738393944261,-1003.7401212353146,,,
100,-642.4666100572622,-667.1551384751771,,,
101,-688.261720261319,-715.3996481627587,,,
102,-696.1988004691857,-653.0080916602526,,,
103,-40.61231160775859,-33.921472462957475,,,
104,-635.4034728117053,-623.1077628991194,,,
105,-684.9721716512274,-675.3220991017744,,,
106,-3095.2243101020044,-3064.588110817278,,,
107,-137.34050748595834,-117.84751748362594,,,
108,-1466.2946706759549,-1375.0881831082672,,,
109,-224.51727642247621,-200.41670480944052,,,
110,-652.7130976963281,-650.088778382466,,,
111,-314.9464119141982,-255.11546674809827,,,
112,-680.4103031331415,-550.1733992402748,,,
113,-907.9126064933333,-805.395549611855,,,
114,-1022.4314119518108,-276.5450838109611,,,
115,-1390.492427216669,-927.6247714881802,,,
116,-912.9176031484267,-312.1050193846003,,,
117,-96.56493972832837,-54.65030594420771,,,
118,-136.88619238282558,-98.23064665544042,,,
119,-1763.5319579658487,-1847.9071783223353,,,
