,persistence_asymmetry,switch_rate,spectral_gap,transition_entropy
0,0.13334697746724816,0.5125812132457436,0.9999999999999999,0.793391307283734
1,0.06110886855301001,0.4810663204138522,1.0,0.7627060229607757
2,0.061110815438158106,0.4810427458163099,0.9999999999999999,0.7626755574921666
3,0.0555467390253728,0.4871581565953358,1.0,0.7710316759920898
4,0.05553537169640915,0.48715664875411485,1.0,0.7710307417585688
5,0.061127845304186135,0.4810537677495996,1.0,0.7626880174146187
6,0.0555686992105916,0.4871607573877389,1.0,0.7710330810610327
7,0.1500256317854476,0.5253826179996468,0.9999999999999999,0.8074233238096209
8,0.14997934951701916,0.5253674610352019,1.0,0.8074116155731691
9,0.14998038931966456,0.5253665265480785,1.0,0.8074101648099623
10,0.14446347579679059,0.5310425729201231,1.0,0.8160092342565435
11,0.1500067333573303,0.5349935512029076,1.0,0.8203269008032789
12,0.14442806100683853,0.5310453109460473,1.0,0.816019045527009
13,0.14442486738619234,0.5310511551008472,1.0,0.8160274028058029
14,0.1444278275102575,0.5310364212145531,1.0,0.8160072178162046
15,0.14445804849131122,0.5310493899233236,0.9999999999999999,0.816019279047137
16,0.14442897534288263,0.5310472214866522,0.9999999999999999,0.8160214372946222
17,0.14443795305237134,0.5310480032991185,0.9999999999999999,0.8160209207213687
18,0.14999582192838123,0.5253575910743782,1.0,0.8073952645661442
19,0.14442730329862202,0.521255642794511,1.0,0.8029304676526934
20,0.13886341790367185,0.5169706667196817,0.9999999999999999,0.7982306565968924
21,0.13332278651946816,0.5125900498510528,0.9999999999999999,0.7934074505022994
22,0.13333611812729396,0.5125932236271951,1.0,0.793409251304506
23,0.13888346691487968,0.5169558527860305,1.0,0.7982072064923311
24,0.13890033162976367,0.5169653568100806,1.0,0.7982167886978142
25,0.1444439471766874,0.5212311284358178,0.9999999999999999,0.8028945518552433
26,0.1444348486001866,0.5212432323644683,0.9999999999999999,0.8029124489095424
27,0.15554529440722725,0.5293897121480182,1.0,0.8117832777360136
28,0.1499810941766852,0.5253787829677341,1.0,0.8074265073866108
29,0.1444277274030693,0.5310424392517379,1.0,0.8160152696366538
30,0.14444642668014057,0.5310355911296016,1.0,0.8160028766955684
31,0.13888101911847792,0.5365954210199451,0.9999999999999999,0.8243342035846761
32,0.13889887950280094,0.5365947391133353,1.0,0.8243304193000244
33,0.12779343687548195,0.5380854768052923,1.0,0.8280133107553929
34,0.13887636816229035,0.5458519003229823,1.0,0.8366031602021501
35,0.12778136633420262,0.5380871622007971,1.0,0.8280173067624572
36,0.13890809277338348,0.545857874371183,0.9999999999999999,0.8366062819955516
37,0.14444041401934452,0.5495648575533423,0.9999999999999999,0.8406859264396691
38,0.14445581091621254,0.5495579159063304,1.0,0.8406743542666337
39,0.14443332559102265,0.5495616416498154,1.0,0.8406827296724764
40,0.15555337689351129,0.5566124254697371,1.0,0.848394879216821
41,0.15555905238247383,0.5566083759085901,0.9999999999999999,0.8483885746410177
42,0.16112027751588875,0.559945609214868,0.9999999999999999,0.8520194787104305
43,0.16109680746635416,0.5599261355401206,1.0,0.8519968476632471
44,0.15554302162967354,0.5565976951149454,1.0,0.8483767130490799
45,0.1555281593815866,0.5565984154859237,1.0,0.8483799645665686
46,0.1444238239395826,0.5495792214477802,1.0,0.8407075472876998
47,0.13887994426292677,0.5458495716121684,0.9999999999999999,0.8365995369777688
48,0.13333150075986097,0.5420522408392389,0.9999999999999999,0.8324143228097561
49,0.1277609549794521,0.5473523020925065,1.0,0.8401875347504904
50,0.12775930309018327,0.5473589230439329,1.0,0.8401964504798437
51,0.12778288160641754,0.5473524882522041,1.0,0.840184748562232
52,0.13890513825938985,0.5547510711131342,1.0,0.8483737082195595
53,0.12776786358494865,0.5473338763789285,0.9999999999999999,0.8401624031278179
54,0.13889038023529612,0.5547490750239831,1.0,0.8483731529653233
55,0.1389018453099661,0.5547455915091568,0.9999999999999999,0.8483669278244454
56,0.13334329932897432,0.5511035626409889,1.0,0.8443423496023081
57,0.1333202919034961,0.5511112798519396,1.0,0.844355731178623
58,0.13333586915864748,0.551109730525327,1.0,0.8443515120853287
59,0.13889074047736136,0.5458563143294451,0.9999999999999999,0.8366068355769845
60,0.14444376501811937,0.5495637245299657,1.0,0.8406839101334541
61,0.14445090618231426,0.5495649593972566,1.0,0.8406844650778775
62,0.15002330989002213,0.5442675769385871,1.0,0.8327405990576989
63,0.1555372682137288,0.5479183155796148,1.0,0.8367278472518175
64,0.16109183120807902,0.542533828103805,1.0,0.8285233077149592
65,0.16112320683124062,0.5425316583091245,1.0,0.8285148212420199
66,0.15554969178115025,0.5479053067541784,1.0,0.8367083272221144
67,0.15553744338263992,0.5478865459954049,0.9999999999999999,0.8366851435777701
68,0.16111302893502785,0.551429086995222,1.0,0.8405348004233346
69,0.1611164814268632,0.5514223838582524,1.0,0.8405251837483364
70,0.16111341309692048,0.5514168794409218,1.0,0.8405182622264175
71,0.1611019367664232,0.5514217865595376,1.0,0.8405267808038936
72,0.15554400515776784,0.5566152273956411,0.9999999999999999,0.8484000785016128
73,0.14998206433858477,0.5616700490260449,1.0,0.8559859165344736
74,0.13888123100805572,0.5632809141120061,1.0,0.8596500636574461
75,0.12777031878208356,0.5647452264824117,1.0,0.862981805735694
76,0.12779477986868892,0.5647645242479209,0.9999999999999999,0.8630041148162105
77,0.1277882422712736,0.5647553636292137,0.9999999999999999,0.8629929102400988
78,0.12220267984713393,0.5695623955909391,0.9999999999999999,0.8699247426245601
79,0.12775539080310766,0.5647525557647924,0.9999999999999999,0.8629932110832809
80,0.12777731063604728,0.5647468558673914,1.0,0.8629830927897622
81,0.12778480403906312,0.5647454535517178,0.9999999999999999,0.8629803489512895
82,0.12777508535641094,0.5647628492240058,0.9999999999999999,0.8630043060482879
83,0.12221299318882303,0.5695663185567672,1.0,0.869928704470749
