,persistence_asymmetry,switch_rate,spectral_gap,transition_entropy
0,0.17500487671214376,0.5087422066967078,1.0,0.7793469097923312
1,0.17500107225243133,0.5087322343299056,1.0,0.7793339774431813
2,0.1750071760767517,0.5087397960514041,1.0,0.7793430018329424
3,0.1750014762110944,0.5237443451985816,1.0,0.8001207587425303
4,0.16666786319338692,0.5177739364965102,0.9999999999999999,0.7937295007277201
5,0.1583435402438306,0.5115334829776632,0.9999999999999999,0.7870098426569138
6,0.15836684373040974,0.5115228038764015,1.0,0.7869902544252528
7,0.14164724323826694,0.4982057112172307,1.0,0.772525423537243
8,0.15834392046925355,0.511529526423445,0.9999999999999999,0.7870043704938541
9,0.1583478152470247,0.511537744490077,0.9999999999999999,0.7870147235278667
10,0.15832575469535276,0.5115167487960158,0.9999999999999999,0.7869908924424416
11,0.14998725592481119,0.5204158744519398,0.9999999999999999,0.8007489382577313
12,0.14168868826908662,0.5140405186494135,1.0,0.7937849149214294
13,0.1416664096210827,0.514032793508097,0.9999999999999999,0.7937788237905492
14,0.15001521659158143,0.5204349894869593,1.0,0.8007692632559861
15,0.14997912174485284,0.5204135336388889,0.9999999999999999,0.8007473608689477
16,0.1416664326720089,0.5290348304415701,1.0,0.8138163639568716
17,0.1416661784142222,0.5290294954535144,0.9999999999999999,0.813809298792213
18,0.14999516959528497,0.5204059100194287,0.9999999999999999,0.8007339904246704
19,0.13333317870652878,0.5227712050481318,1.0,0.8069225695311268
20,0.12498893979987374,0.5162478140895889,0.9999999999999999,0.799701842759535
21,0.1250235346304029,0.516244716865585,1.0,0.7996919952325859
22,0.12501327150200958,0.5162487776544634,1.0,0.7996990618653591
23,0.12498900980285672,0.5162439358190727,1.0,0.7996967147877353
24,0.12499009652293189,0.5162438284625979,1.0,0.7996963921953034
25,0.10832635223146382,0.5023514387357808,1.0,0.7841461106236736
26,0.12499042830333197,0.5162312697912783,1.0,0.7996797691593066
27,0.12501523323481262,0.5162449145338583,0.9999999999999999,0.7996936387041357
28,0.13333340653695142,0.5227665468738942,0.9999999999999999,0.8069163562645433
29,0.11666177275487549,0.5248673747913299,1.0,0.812328723948201
30,0.12500369427268687,0.5312409702608178,0.9999999999999999,0.8194359504754869
31,0.12500846075532138,0.5312483924792093,1.0,0.8194449802944936
32,0.12499758318449551,0.5312438710650144,0.9999999999999999,0.819440685689987
33,0.1166821104242472,0.5248805806598846,1.0,0.8123429952861049
34,0.11668807560455802,0.5248648378730474,1.0,0.8123215274010606
35,0.11668012152903656,0.5248503860671756,0.9999999999999999,0.812303800612866
36,0.1166735862638515,0.5248614654164377,1.0,0.8123192538127837
37,0.10832661447485009,0.5331984393082445,1.0,0.8243369218906523
38,0.10833623748361193,0.5331960067831562,0.9999999999999999,0.8243325133807187
39,0.09999803979300836,0.5412558518745868,1.0,0.8357741510075365
40,0.09998403345580359,0.5412607571732199,1.0,0.8357820732266228
41,0.0666723742445699,0.5294589243004153,1.0,0.823982206435947
42,0.06665662231546371,0.5294275479831999,0.9999999999999999,0.8239436353101696
